student_id,department,year_of_study,cgpa,skill_count,skills,internship_months,projects,certifications,workshops,placed
STU0944,Mechanical,3,6.77,7,"['MongoDB', 'Git', 'React', 'NLP', 'Machine Learning', 'HTML', 'MySQL']",0,0,0,4,0
STU0945,Computer Science,3,5.17,5,"['C++', 'HTML', 'Machine Learning', 'React', 'Deep Learning']",6,5,0,6,0
STU0946,Civil,4,8.56,11,"['NLP', 'Java', 'Docker', 'Machine Learning', 'MySQL', 'Linux', 'Django', 'C++', 'Python', 'HTML', 'Git']",4,0,4,7,1
STU0947,Electrical,4,6.0,4,"['Docker', 'Java', 'SQL', 'MySQL']",0,4,1,6,1
STU0948,Information Science,3,6.21,11,"['AWS', 'Django', 'Python', 'Docker', 'SQL', 'Node.js', 'React', 'Git', 'MySQL', 'CSS', 'Machine Learning']",3,3,3,7,1
STU0949,Computer Science,3,6.01,10,"['C++', 'Machine Learning', 'Python', 'Node.js', 'Linux', 'Java', 'MySQL', 'MongoDB', 'JavaScript', 'Git']",7,4,1,4,0
STU0950,Civil,4,7.92,4,"['Git', 'Django', 'Java', 'JavaScript']",4,1,2,0,0
STU0951,Computer Science,4,7.08,11,"['Django', 'Java', 'Git', 'Linux', 'JavaScript', 'Machine Learning', 'Docker', 'Node.js', 'MySQL', 'AWS', 'NLP']",4,4,0,2,1
STU0952,Electrical,4,5.41,10,"['Machine Learning', 'CSS', 'React', 'JavaScript', 'Node.js', 'C++', 'Python', 'Deep Learning', 'Docker', 'HTML']",2,5,1,1,0
STU0953,Computer Science,4,8.78,8,"['Python', 'C++', 'AWS', 'MongoDB', 'Machine Learning', 'Deep Learning', 'HTML', 'Git']",2,5,0,4,1
STU0954,Electrical,4,5.08,10,"['MySQL', 'AWS', 'JavaScript', 'Linux', 'NLP', 'Python', 'Git', 'Machine Learning', 'Node.js', 'Deep Learning']",7,4,4,6,0
STU0955,Mechanical,4,9.64,10,"['React', 'Node.js', 'Linux', 'Python', 'SQL', 'Java', 'Deep Learning', 'Git', 'JavaScript', 'HTML']",4,3,2,7,1
STU0956,Electronics,4,9.41,3,"['HTML', 'Deep Learning', 'Python']",2,0,2,4,0
STU0957,Civil,4,8.16,9,"['MySQL', 'AWS', 'Docker', 'Django', 'NLP', 'SQL', 'Java', 'Machine Learning', 'CSS']",2,0,0,2,1
STU0958,Civil,3,7.78,5,"['AWS', 'Python', 'Deep Learning', 'Git', 'HTML']",7,0,3,4,1
STU0959,Information Science,3,6.51,4,"['Node.js', 'Java', 'AWS', 'MySQL']",7,4,0,6,1
STU0960,Computer Science,4,6.47,9,"['Machine Learning', 'AWS', 'MySQL', 'HTML', 'CSS', 'Java', 'Django', 'C++', 'Python']",0,2,4,9,0
STU0961,Electronics,3,8.29,7,"['C++', 'Python', 'Docker', 'NLP', 'MySQL', 'Django', 'Node.js']",7,2,0,2,1
STU0962,Civil,4,6.07,4,"['Django', 'NLP', 'Node.js', 'MySQL']",5,0,4,4,0
STU0963,Mechanical,4,6.38,9,"['AWS', 'NLP', 'HTML', 'Python', 'Machine Learning', 'MongoDB', 'Linux', 'Git', 'Django']",6,1,0,4,0
STU0964,Information Science,4,8.57,10,"['Node.js', 'JavaScript', 'Linux', 'Git', 'Machine Learning', 'AWS', 'Deep Learning', 'SQL', 'Java', 'MySQL']",0,2,0,6,1
STU0965,Civil,4,7.21,8,"['Machine Learning', 'SQL', 'HTML', 'Django', 'JavaScript', 'Java', 'Docker', 'Python']",2,5,3,2,1
STU0966,Electronics,4,8.05,11,"['Docker', 'MySQL', 'Machine Learning', 'C++', 'Django', 'CSS', 'Java', 'JavaScript', 'Deep Learning', 'Linux', 'NLP']",6,3,3,8,1
STU0967,Mechanical,3,7.4,3,"['React', 'AWS', 'Machine Learning']",5,1,0,4,0
STU0968,Mechanical,4,9.11,3,"['MySQL', 'MongoDB', 'Git']",1,3,2,8,1
STU0969,Mechanical,4,6.8,3,"['JavaScript', 'Git', 'Java']",0,4,1,1,0
STU0970,Information Science,3,5.69,4,"['C++', 'HTML', 'MySQL', 'SQL']",2,4,4,4,1
STU0971,Computer Science,4,6.27,6,"['Deep Learning', 'AWS', 'Python', 'Machine Learning', 'MySQL', 'SQL']",7,2,4,1,1
STU0972,Electrical,4,9.76,11,"['NLP', 'HTML', 'MySQL', 'Python', 'Linux', 'Machine Learning', 'React', 'C++', 'Git', 'Docker', 'JavaScript']",2,1,4,2,1
STU0973,Mechanical,4,5.62,4,"['Python', 'C++', 'Machine Learning', 'Node.js']",7,2,4,3,1
STU0974,Mechanical,4,5.72,3,"['CSS', 'JavaScript', 'Deep Learning']",4,0,0,0,0
STU0975,Information Science,4,5.77,3,"['AWS', 'Java', 'Node.js']",7,2,1,6,1
STU0976,Electronics,3,5.53,3,"['Deep Learning', 'NLP', 'SQL']",1,0,2,7,1
STU0977,Information Science,4,8.37,7,"['Machine Learning', 'Deep Learning', 'NLP', 'C++', 'Django', 'Git', 'CSS']",0,2,0,8,1
STU0978,Electrical,4,6.34,4,"['Node.js', 'CSS', 'Java', 'Django']",6,4,1,6,0
STU0979,Mechanical,4,6.81,7,"['Node.js', 'Linux', 'AWS', 'SQL', 'MongoDB', 'React', 'CSS']",7,1,3,6,0
STU0980,Information Science,3,5.32,11,"['AWS', 'Python', 'NLP', 'Django', 'MySQL', 'HTML', 'Java', 'SQL', 'Docker', 'C++', 'Linux']",2,1,1,3,1
STU0981,Information Science,4,7.6,5,"['MySQL', 'Java', 'Django', 'Node.js', 'Linux']",2,5,1,3,1
STU0982,Computer Science,4,9.64,3,"['JavaScript', 'MongoDB', 'React']",5,2,4,4,1
STU0983,Information Science,4,7.23,5,"['Django', 'Java', 'Linux', 'CSS', 'AWS']",0,4,3,6,0
STU0984,Civil,4,9.72,8,"['HTML', 'MySQL', 'SQL', 'Git', 'React', 'Linux', 'Java', 'Machine Learning']",3,4,4,9,1
STU0985,Mechanical,4,7.99,10,"['Django', 'SQL', 'MySQL', 'Machine Learning', 'MongoDB', 'Linux', 'NLP', 'HTML', 'Git', 'Node.js']",1,3,0,3,1
STU0986,Electronics,4,8.64,8,"['CSS', 'React', 'Machine Learning', 'Git', 'MySQL', 'JavaScript', 'C++', 'Deep Learning']",7,3,0,1,1
STU0987,Computer Science,4,9.56,6,"['SQL', 'Machine Learning', 'Linux', 'Docker', 'Django', 'Python']",4,0,4,0,1
STU0988,Electronics,3,5.14,9,"['CSS', 'Machine Learning', 'Python', 'C++', 'Node.js', 'Java', 'MySQL', 'JavaScript', 'MongoDB']",2,1,2,7,1
STU0989,Information Science,4,8.1,6,"['Python', 'C++', 'CSS', 'MongoDB', 'JavaScript', 'Git']",2,5,1,7,1
STU0990,Civil,4,5.68,10,"['AWS', 'MySQL', 'Python', 'React', 'Docker', 'Machine Learning', 'Django', 'Linux', 'Node.js', 'CSS']",0,0,3,2,0
STU0991,Civil,4,5.32,11,"['JavaScript', 'Deep Learning', 'Docker', 'AWS', 'Java', 'Django', 'React', 'Linux', 'CSS', 'HTML', 'MongoDB']",6,4,2,8,0
STU0992,Mechanical,4,6.94,7,"['Node.js', 'MySQL', 'AWS', 'CSS', 'NLP', 'Django', 'Java']",1,5,0,7,0
STU0993,Electrical,4,5.02,3,"['MongoDB', 'Docker', 'Machine Learning']",6,5,4,1,0
STU0994,Electronics,4,9.42,8,"['HTML', 'MongoDB', 'NLP', 'Linux', 'React', 'MySQL', 'Docker', 'Deep Learning']",4,0,0,9,1
STU0995,Electronics,4,7.38,6,"['SQL', 'Node.js', 'NLP', 'Django', 'Docker', 'React']",2,2,1,6,1
STU0996,Mechanical,4,8.65,8,"['CSS', 'Docker', 'Django', 'NLP', 'SQL', 'Linux', 'React', 'HTML']",5,5,1,2,1
STU0997,Information Science,4,5.9,5,"['Python', 'React', 'Django', 'HTML', 'Java']",4,3,1,3,0
STU0998,Information Science,3,9.23,7,"['Git', 'Java', 'MySQL', 'Machine Learning', 'JavaScript', 'Node.js', 'C++']",7,2,3,5,1
STU0999,Electrical,4,5.29,9,"['CSS', 'C++', 'Linux', 'MySQL', 'Machine Learning', 'MongoDB', 'Docker', 'React', 'Python']",4,3,4,3,1
STU1000,Information Science,4,8.09,4,"['Node.js', 'Java', 'Python', 'CSS']",5,4,1,7,1
